smiles,docking_score,reference_id
O1COc(c12)cc(cc2)[C@@H](C)NC(=O)CCCNC(=O)c3ccco3,-4.514,TRAIN_0466
Cc1ccc(cc1)[C@@H](N2CCCC2)CNC(=O)N3C[C@@H](C)[C@@H](C3)CO,-4.508,TRAIN_0467
Cc1c([N+]([O-])=O)cc(cc1C)S(=O)(=O)NCc2ccncc2,-4.506,TRAIN_0468
CN1CCO[C@H](C1)C(=O)N(CC2)Cc(c23)sc(Br)c3,-4.497,TRAIN_0469
CC1(C)NC(=O)N(C1=O)CCN(C2)CCC[C@@]23c4c(CO3)cccc4,-4.491,TRAIN_0470
n1cc(Br)ccc1N(CC)C(=O)c2cn(nn2)-c3ccc(F)cc3,-4.491,TRAIN_0471
COc1cc(C)c(cc1OC)NC(=O)[C@@H](C2)N(S(=O)(=O)C)Cc(c23)cccc3,-4.49,TRAIN_0472
C[C@@H]1CN(C[C@H](S1)C)C(=O)N[C@H](CC2)[C@H](N23)CCCC3,-4.488,TRAIN_0473
Cc(c1)cc(C)cc1[C@@H](N(CC)C(=O)C2CC2)c3cccnc3,-4.479,TRAIN_0474
CO[C@H]1C[C@H](N(C)C1)C(=O)Nc2cnn(c2)Cc3ccc(Cl)cc3,-4.477,TRAIN_0475
C1CNCCC1C(=O)N(C)Cc2ccccc2Cl,-4.474,TRAIN_0476
CCNS(=O)(=O)[C@@H]1CCN(C1)Cc2nccc(OC)c2OC,-4.469,TRAIN_0477
CC1(C)CNC(=O)CN1C(=O)[C@@H]2C[C@H]2C3CCOCC3,-4.463,TRAIN_0478
COc1cccc(c1)C(=O)N2CCO[C@@H](C2)CN(C(=O)C)CC(=O)O,-4.462,TRAIN_0479
CCC(CC)c1cc(on1)C(=O)Nc2ccc(cc2)CCC(=O)O,-4.462,TRAIN_0480
c1cccc(c12)N([C@H](CC)CC2)Cc3nnc(o3)-c4ccco4,-4.453,TRAIN_0481
Cn1cccc(c1=O)NS(=O)(=O)c2ccc(OC(F)F)c(Cl)c2,-4.448,TRAIN_0482
c1ccccc1C(c2ccccc2)C(=O)NCCCN3CCOCC3,-4.446,TRAIN_0483
CCNC(=O)c1ccc(cc1)Oc2ccc(F)cc2,-4.44,TRAIN_0484
C1CN(C)CCN1C[C@@H](C)CNS(=O)(=O)c2cccc(F)c2,-4.438,TRAIN_0485
CCS(=O)(=O)c1ccc(Cl)cc1C(=O)Nc2nnc(s2)C3CCC3,-4.436,TRAIN_0486
Cc1cc(C)c(c(=O)[nH]1)CNC(=O)[C@@H]2CCCN(C2)CC(F)(F)F,-4.434,TRAIN_0487
CNC(=O)c1ccc(OC)c(c1)NC(=O)N2CCC[C@@H]2Cn3cncn3,-4.426,TRAIN_0488
CCN(CC)S(=O)(=O)c1ccc(cc1)CNc2cncc(n2)C,-4.424,TRAIN_0489
Cn1ccc(cc1=O)C(=O)NC[C@H]2CCCN(C2)Cc3cccs3,-4.422,TRAIN_0490
COc1cc(nc(c1)C(=O)O)C(=O)N(C2CCC2)Cc3ccccc3,-4.416,TRAIN_0491
CC(C)c1nnc(s1)NC(=O)c2ccc(c(F)c2)N(C)C,-4.415,TRAIN_0492
c1cccc(c12)n(C)c(c2Cl)C(=O)N3CCOC[C@@H]3C(=O)O,-4.406,TRAIN_0493
COc1cc(ccc1F)C(=O)N[C@H]2CC[C@H](C2)Cc3nnc(o3)C,-4.396,TRAIN_0494
c1ccccc1NC(=O)c2nnc(s2)CN3CCC[C@@H]3C4CCC4,-4.395,TRAIN_0495
Cc1cc(no1)CS(=O)(=O)N(C2)CCOCC23CCCC3,-4.394,TRAIN_0496
CC[C@@H]1C(=O)NCCN1C(=O)CCc2cccc(Cl)c2Cl,-4.39,TRAIN_0497
Cc1ccc(cc1)-c2ocnc2C(=O)N(C)[C@@H]3CCNC3,-4.386,TRAIN_0498
FC(F)CN(CC)CCNC(=O)[C@H]1CCCN1C(=O)c2cc(Cl)ccc2Cl,-4.381,TRAIN_0499
Cc1ccc(C)c(c1)CC(=O)Nc2ccn(n2)CCS(=O)(=O)C,-4.375,TRAIN_0500
s1cccc1-c(on2)cc2C(=O)Nc(n3)sc(c34)CCCCC4,-4.372,TRAIN_0501
C1CCCCN1C(=O)Cc(c[nH]2)c(c23)cccn3,-4.364,TRAIN_0502
COc1cccc(c1)[C@H](C(=O)O)NC(=O)[C@@H]2CCO[C@H](C)C2,-4.361,TRAIN_0503
Brc1ccc(nc1C)NC(=O)C2(C#N)CCCC2,-4.358,TRAIN_0504
Cc1cc(F)c(cc1F)C(=O)N(CC2)C[C@H](N23)CCC3=O,-4.356,TRAIN_0505
N#Cc1ccc(Cl)c(c1)C(=O)N2CCC[C@@H]2C3CC3,-4.353,TRAIN_0506
C1COCCC1(CO)NC(=O)Cn2ccc(n2)C(F)(F)F,-4.352,TRAIN_0507
Cc1cncc(c1)CNC(=O)Nc2ccc(Br)c(n2)C,-4.344,TRAIN_0508
COc1ccc(c(c1)OC(F)F)CNC(=O)c2ccc(nc2)C(=O)O,-4.338,TRAIN_0509
Cc1cc(c(C#N)c(n1)C)N2CC[C@H](C2)N(C)Cc3ncccn3,-4.335,TRAIN_0510
C1CC1CN(CC(=O)O)S(=O)(=O)c2cccc(Cl)c2,-4.334,TRAIN_0511
O1CCCN(C[C@H]1C)c2ncccc2S(=O)(=O)C,-4.332,TRAIN_0512
c1cc(F)ccc1CCNC(=O)CSc2nnc(o2)-c3cccnc3,-4.33,TRAIN_0513
COc(cc1)cc(c12)OC[C@@H](C2)C(=O)NCc3noc(n3)C(C)(C)C,-4.324,TRAIN_0514
c1cc(C)ccc1[C@@H](CC(=O)OC)NS(=O)(=O)c(cc2)cc(c23)CC(=O)N3,-4.323,TRAIN_0515
C1NC[C@@H]([C@@H]12)[C@H]2NC(=O)N(CC)Cc3cccc(C)c3,-4.321,TRAIN_0516
COc1ccc(F)cc1CC(=O)N2CCCC[C@@H]2c3nnc(C)[nH]3,-4.318,TRAIN_0517
Cc1cc(no1)NC(=O)COC(=O)c2ccc(cc2)OC(C)C,-4.317,TRAIN_0518
O=C(O)CCCCC(=O)N(C1)C[C@@H]2[C@H](O3)CC[C@H]3[C@H]12,-4.316,TRAIN_0519
o1nc(C)c(c12)c(ncn2)N(C3CC3)Cc4ccc(F)cc4,-4.303,TRAIN_0520
COc1cc(cc(OC)c1C)C(=O)Nc2ccn(n2)CC(=O)O,-4.301,TRAIN_0521
n1cn(C)c(c12)c(ccc2)C(=O)NC3(CCCC3)c4nccs4,-4.3,TRAIN_0522
c1ccccc1-c(oc2C)c(c2C)C(=O)NC[C@]3(O)CCSC3,-4.296,TRAIN_0523
Cn1cc(cn1)C(=O)N(CCC(=O)O)Cc2cccc(F)c2F,-4.292,TRAIN_0524
c1ccc(C)c(c12)oc(c2)C(=O)N[C@]3(C)CCS(=O)(=O)C3,-4.291,TRAIN_0525
CCc1[nH]ccc1C(=O)N2CCC[C@H](C2)c3cc[nH]n3,-4.285,TRAIN_0526
CC(=O)N1CCN(CC1)CCCc2nc(no2)-c3ccccc3,-4.282,TRAIN_0527
COc1ccccc1-c2noc(n2)C34CCCN(C4)CCC3,-4.281,TRAIN_0528
Cc1ccc(nc1)N(C)C(=O)c2ccnc(c2)-n3cncn3,-4.278,TRAIN_0529
COc1ccccc1N2CCN(CC2)S(=O)(=O)c3ccc(Cl)cc3Cl,-4.277,TRAIN_0530
Cn1cc(cn1)O[C@@H]2CN(C[C@H]2O)CC3CCOCC3,-4.273,TRAIN_0531
FC(F)Oc(c1)c(Cl)ccc1NC(=O)c2cccnc2-n3cncn3,-4.27,TRAIN_0532
C1CCCN1C(=O)[C@H](C[C@@H]2OC)N(C2)Cc3ccccc3N(C)C,-4.263,TRAIN_0533
Cc1ccc(Cl)cc1CNc2ccc(cn2)C(=O)NC3CC3,-4.256,TRAIN_0534
COCC1(CCC1)C(=O)Nc2cccc(c2)CC(=O)N3CCN(C)CC3,-4.255,TRAIN_0535
Cn1cc(cn1)C(=O)NC2(CCOCC2)c3ccc(F)cc3F,-4.251,TRAIN_0536
O=C(O)[C@@H]1CCCN(C1)Cc(c2)c(Br)cc(c23)OCCO3,-4.239,TRAIN_0537
CC(C)c1cc([nH]n1)C(=O)NCC2(C(=O)O)CCC2,-4.234,TRAIN_0538
CNC(=O)CN1CCC(CC1)NC(=O)c2ccc(nc2)N(C)C,-4.232,TRAIN_0539
Cc1noc(n1)[C@@H]2CN(C[C@@H](O2)C)C(=O)N[C@H](C)C3(CC3)S(=O)(=O)C,-4.215,TRAIN_0540
CC(C)c1cc([nH]n1)NS(=O)(=O)c(cc2)cc(c23)CCO3,-4.207,TRAIN_0541
O=C(O)[C@@H](C)N1CCC(CC1)C(=O)Nc2ccc(Br)cn2,-4.207,TRAIN_0542
COCC1(O)CCN(CC1)C(=O)Cc(cc2)cc(c23)CCO3,-4.202,TRAIN_0543
O=C(O)CN(C1CC1)C(=O)c2ccc(Cl)cc2Cl,-4.202,TRAIN_0544
Cc1ccc(C)c(c1)[C@@H]2CN([C@H](C)CO2)C(=O)c3ccc(C)nn3,-4.197,TRAIN_0545
Cc1cccc(c1)-c2noc(n2)C[C@@H](S3(=O)=O)CNCC3,-4.188,TRAIN_0546
O=C(O)[C@@H]1CN(C[C@H]1C(F)(F)F)Cc(cc(Cl)c2)c(c23)nccc3,-4.184,TRAIN_0547
CC(C)N(C)C(=O)N[C@H](CC)c1ccccc1OC(F)F,-4.18,TRAIN_0548
C1CCCCN1S(=O)(=O)c2ccc(nc2)SCc3nnc(o3)-c4ccccc4,-4.178,TRAIN_0549
O=C(O)[C@H](C)CNC(=O)c(cc1)nc(c12)cc(Cl)cc2,-4.173,TRAIN_0550
Cc1ccoc1C(=O)N2C[C@H](O)C[C@@H]2c3cccc(c3)C(F)(F)F,-4.167,TRAIN_0551
COCc1nnc([nH]1)[C@H]2CN(C[C@@H]2C3CC3)Cc4cc(no4)OC,-4.167,TRAIN_0552
c1cccc(c12)c(OC)c(cn2)C(=O)N(C)[C@@H]3CCCCN(C)C3=O,-4.165,TRAIN_0553
CC(C)CCc1noc(n1)CN2C[C@@H](F)C[C@H]2CO,-4.16,TRAIN_0554
COc1ccc(cn1)NC(=O)c2cccc(c2)OCC(C)C,-4.159,TRAIN_0555
CC(C)c1n[nH]c(c1Br)C(=O)Nc2ccccc2F,-4.147,TRAIN_0556
CC[C@H]1CC[C@H](O1)C(=O)N[C@H]2C[C@H]2[C@H]3C[C@H]3C(=O)O,-4.14,TRAIN_0557
COc1ncccc1CN2CC[C@H](C2)S(=O)(=O)N,-4.137,TRAIN_0558
CCN1CCOC[C@@H]1C(=O)NCC2(CCC2)Cc3ccccc3,-4.134,TRAIN_0559
Cc1cc(no1)[C@H]2CCCN2C(=O)c3ccc(cc3)OCC(=O)N,-4.129,TRAIN_0560
COC[C@@H](CC)S(=O)(=O)NC1CCN(CC1)Cc2ccccn2,-4.124,TRAIN_0561
O=C(O)CC[C@H]1CCCN(C1)C(=O)c2ccccc2,-4.121,TRAIN_0562
CCc1ncnc(c1F)N2CCC(CC2)Oc3ncccc3F,-4.115,TRAIN_0563
C1OCC1(C)C(=O)N(C2)CCC[C@@]23CCS(=O)(=O)C3,-4.113,TRAIN_0564
s1cccc1CCCC(=O)Nc2nc(cs2)-c3ccccn3,-4.112,TRAIN_0565
Cc1ccc(s1)CN(C)C(=O)c2c[nH]nc2[C@H]3CCOC3,-4.1,TRAIN_0566
O1CCC[C@@H]1C(=O)Nc(cc2)cc(c23)OCCCO3,-4.095,TRAIN_0567
CCC(O)(CC)CNC(=O)C(=O)Nc1ncc(s1)-c2ccccc2,-4.095,TRAIN_0568
Cc1cc(no1)C(=O)N(C[C@@H]2C(=O)O)c(c23)cccc3,-4.09,TRAIN_0569
c1cc(F)ccc1O[C@@H](C(=O)O)CNS(=O)(=O)c2cccnc2,-4.085,TRAIN_0570
c1c(Cl)ccc(c12)n(CCC)c(n2)S[C@H](C)C(=O)NC3CC3,-4.075,TRAIN_0571
CCc(no1)c(c12)cc(cn2)S(=O)(=O)N[C@H](CCC3)c(n34)ncn4,-4.067,TRAIN_0572
Clc1ccc(Cl)cc1S(=O)(=O)NC[C@H](CC2)Cn(c23)ccn3,-4.058,TRAIN_0573
OCC(=O)N[C@@H]1CCCN(C1=O)c2ccc(Cl)cc2Cl,-4.054,TRAIN_0574
c1ncccc1[C@H](C)n2cc(nn2)CCS(=O)(=O)N(C)C,-4.048,TRAIN_0575
CS(=O)(=O)C[C@@H](C)Nc(cc1C)nc(n1)-c2ccncc2,-4.039,TRAIN_0576
CC(C)[C@H]1C[C@@H](CCO1)CC(=O)N2CCCN(CC2)C3CCCC3,-4.034,TRAIN_0577
CN(C)c1cccc(c1)C(=O)N2CCC[C@@H]2c3ccncc3,-4.026,TRAIN_0578
Cc1[nH]c(cn1)C(=O)N2CCO[C@@H](C2)C3CCC3,-4.025,TRAIN_0579
Cc1noc(n1)-c2cccnc2NCCN(C3(C)C)CCOC3,-4.025,TRAIN_0580
N#Cc1cccnc1N2CCC[C@@H]2Cn3cncn3,-4.023,TRAIN_0581
Cc1cc(c(o1)C)C(=O)Nc2cccc(C#N)c2,-4.005,TRAIN_0582
Cc1noc(C)c1[C@@H](C)CNC(=O)c2c(C)nn(C)c2C,-4.004,TRAIN_0583
Cc1nc(no1)Cn2cc(nn2)C(=O)N(c(c3[C@]45C)cccc3)[C@H]5CCCC4,-3.994,TRAIN_0584
C[C@@H]1CN(CCO1)c2ccccc2CN3CC[C@H](C3)C(=O)N,-3.994,TRAIN_0585
CS(=O)(=O)N1CCC[C@@H]1c2nc(no2)-c3ccc(F)c(F)c3,-3.981,TRAIN_0586
C1COCCC1(O)CCNC(=O)[C@H]2CCCCN2C3CCCC3,-3.981,TRAIN_0587
Cn(c1)ncc1[C@@H]2CN(C[C@H]2COCC)CC(=O)N3CCNC(=O)C3,-3.98,TRAIN_0588
Cn1cc(cn1)[C@@H]2OCC[C@H]2NC(=O)c(ncc3)c(c34)nccc4,-3.978,TRAIN_0589
Cc1cc(no1)NC(=O)COc2c(F)c(C)ccc2C(C)(C)C,-3.97,TRAIN_0590
Cc1nnccc1C(=O)N2C[C@@H]([C@H](C2)C3CC3)c4nc(n[nH]4)C5CC5,-3.97,TRAIN_0591
COc1ccc(Cl)c(c1)NS(=O)(=O)c2cccc(c2)S(=O)(=O)N,-3.954,TRAIN_0592
OCC(=O)N1CCC[C@@H]1c2nc(no2)-c3cccc(Br)c3,-3.947,TRAIN_0593
C1[C@@H](C2)C[C@@H](C3)C[C@H]1CC23C(=O)N[C@H]4CCCO[C@@H]4c5ccncc5,-3.939,TRAIN_0594
C1COC[C@H]([C@]12C(=O)N)CN(C2)C(=O)C3(C(F)(F)F)CCOCC3,-3.938,TRAIN_0595
C1CCCCC1[C@@H](C(=O)O)CNC(=O)[C@@H]2CCOC2,-3.935,TRAIN_0596
C[C@@H]1CCN(CCS1)C(=O)NCc2cccnc2OCC(F)F,-3.934,TRAIN_0597
C[C@@H](N)C(=O)N(CC1)CCC12C[C@H]2C(=O)N3CCCCC3,-3.934,TRAIN_0598
Cc1nsc(n1)N(C2)C[C@H](OC23CCC3)CNC(=O)[C@H]4CCCO4,-3.919,TRAIN_0599
n1cn(C)cc1[C@@H](C)NC[C@]2(CO)COC[C@@H](C)N2C,-3.918,TRAIN_0600
COC(=O)[C@@H](C)N1CCN(CC1)C(=O)CN2C(=O)CCC2=O,-3.912,TRAIN_0601
c1ccccc1[C@@H](CC)C(=O)N2CCC(CC2)c3nc(C)no3,-3.906,TRAIN_0602
n1oc(C)cc1NC(=O)[C@@H](CC)OC(=O)c(nn(C)c2=O)c(c23)cccc3,-3.904,TRAIN_0603
C[C@@H]1CN([C@H](C)CO1)C(=O)NCCc2csc(n2)C(C)(C)C,-3.894,TRAIN_0604
CN(C)c1ncccc1C(=O)Nc2ncccc2O,-3.892,TRAIN_0605
Cn1nccc1[C@@H]2[C@H](CCC(=O)N2CC)C(=O)N(C)Cc3ccco3,-3.892,TRAIN_0606
CO[C@@](C)(C(=O)O)C(=O)Nc1ccc(cc1)C(=O)NC2CCCCC2,-3.887,TRAIN_0607
